vendor_category,department_name,reporting_month,total_shipments,total_gross_sales,avg_delay_days,late_delivery_rate,rolling_3_month_sales_avg,risk_rank_within_department
Women's Apparel,Golf,6/26/20,76,11650.0,0.61,56.58,11250.0,77
Women's Apparel,Golf,8/27/20,72,10050.0,0.61,58.33,9600.0,77
Women's Apparel,Golf,9/14/20,56,8950.0,0.61,60.71,9450.0,77
Shop By Sport,Golf,1/16/20,35,4998.75,0.6,60.0,4158.96,78
Shop By Sport,Golf,2/27/20,43,4578.87,0.6,58.14,4265.63,78
Shop By Sport,Golf,2/7/201,35,3909.09,0.6,62.86,3595.79,78
Shop By Sport,Golf,5/26/20,40,4638.88,0.6,60.0,4225.66,78
Shop By Sport,Golf,8/24/20,43,5518.69,0.6,65.12,4442.3,78
Women's Apparel,Golf,1/6/201,67,9300.0,0.6,59.7,8350.0,78
Women's Apparel,Golf,10/30/2,42,6300.0,0.6,61.9,5316.67,78
Women's Apparel,Golf,11/19/2,47,7050.0,0.6,51.06,6150.0,78
Women's Apparel,Golf,5/14/20,52,8650.0,0.6,67.31,9766.67,78
Women's Apparel,Golf,5/2/201,67,10850.0,0.6,58.21,10383.33,78
Women's Apparel,Golf,5/7/201,68,10900.0,0.6,61.76,10450.0,78
Women's Apparel,Golf,7/5/201,60,9350.0,0.6,61.67,9233.33,78
Women's Apparel,Golf,8/21/20,70,11500.0,0.6,64.29,9316.67,78
Women's Apparel,Golf,9/16/20,65,9800.0,0.6,61.54,8483.33,78
Shop By Sport,Golf,1/24/20,34,4358.91,0.59,58.82,4345.61,79
Shop By Sport,Golf,10/18/2,22,2879.31,0.59,59.09,2302.77,79
Shop By Sport,Golf,11/23/2,17,2279.46,0.59,52.94,2296.12,79
Shop By Sport,Golf,11/7/20,17,1479.63,0.59,58.82,2629.36,79
Shop By Sport,Golf,12/13/2,22,2159.46,0.59,50.0,2732.67,79
Shop By Sport,Golf,5/3/201,34,4119.01,0.59,64.71,3789.11,79
Shop By Sport,Golf,6/13/20,29,3399.19,0.59,58.62,3159.26,79
Shop By Sport,Golf,9/11/20,39,4428.9,0.59,58.97,3795.73,79
Women's Apparel,Golf,1/17/20,64,9650.0,0.59,51.56,9816.67,79
Women's Apparel,Golf,3/5/201,66,9250.0,0.59,69.7,9533.33,79
Women's Apparel,Golf,6/3/201,51,7200.0,0.59,64.71,7866.67,79
Shop By Sport,Golf,10/28/2,31,3359.22,0.58,58.06,3069.26,80
Shop By Sport,Golf,11/20/2,26,2879.37,0.58,57.69,2509.41,80
Shop By Sport,Golf,12/18/2,26,3129.24,0.58,50.0,2592.71,80
Shop By Sport,Golf,12/19/2,19,2439.39,0.58,47.37,2642.68,80
Shop By Sport,Golf,2/9/201,24,2239.44,0.58,62.5,3192.57,80
Shop By Sport,Golf,4/29/20,36,4118.97,0.58,58.33,4165.64,80
Shop By Sport,Golf,7/18/20,36,4328.97,0.58,52.78,3419.17,80
Women's Apparel,Golf,1/18/20,62,9700.0,0.58,61.29,9216.67,80
Women's Apparel,Golf,1/8/201,69,10350.0,0.58,69.57,9516.67,80
Women's Apparel,Golf,10/12/2,45,5950.0,0.58,57.78,6083.33,80
Women's Apparel,Golf,8/25/20,67,9750.0,0.58,53.73,8916.67,80
Shop By Sport,Golf,10/26/2,35,3329.19,0.57,51.43,2656.01,81
Shop By Sport,Golf,10/31/2,21,2459.4,0.57,47.62,2086.15,81
Shop By Sport,Golf,2/20/20,28,3269.19,0.57,53.57,3942.35,81
Women's Apparel,Golf,1/1/201,75,11000.0,0.57,53.33,11000.0,81
Women's Apparel,Golf,1/26/20,60,8700.0,0.57,50.0,8500.0,81
Women's Apparel,Golf,11/6/20,49,7350.0,0.57,48.98,6983.33,81
Women's Apparel,Golf,2/20/20,61,9200.0,0.57,59.02,10133.33,81
Women's Apparel,Golf,2/23/20,63,10150.0,0.57,57.14,11066.67,81
Women's Apparel,Golf,2/28/20,67,10050.0,0.57,59.7,9383.33,81
Women's Apparel,Golf,4/1/201,60,8400.0,0.57,55.0,9000.0,81
Women's Apparel,Golf,5/23/20,51,7250.0,0.57,60.78,8283.33,81
Women's Apparel,Golf,5/8/201,53,7550.0,0.57,50.94,9600.0,81
Shop By Sport,Golf,9/25/20,27,3189.24,0.56,66.67,4022.34,82
Women's Apparel,Golf,10/19/2,43,5850.0,0.56,58.14,6100.0,82
Women's Apparel,Golf,11/14/2,41,6200.0,0.56,53.66,6133.33,82
Women's Apparel,Golf,11/28/2,43,6150.0,0.56,65.12,5333.33,82
Women's Apparel,Golf,11/3/20,36,5250.0,0.56,52.78,6250.0,82
Women's Apparel,Golf,12/4/20,34,6100.0,0.56,58.82,6800.0,82
Women's Apparel,Golf,2/25/20,66,9900.0,0.56,56.06,10316.67,82
Women's Apparel,Golf,3/25/20,55,8700.0,0.56,56.36,9333.33,82
Women's Apparel,Golf,5/1/201,73,10550.0,0.56,61.64,9616.67,82
Women's Apparel,Golf,5/4/201,45,7050.0,0.56,57.78,9150.0,82
Women's Apparel,Golf,7/15/20,68,11050.0,0.56,52.94,10000.0,82
Women's Apparel,Golf,7/7/201,72,11950.0,0.56,65.28,9666.67,82
Shop By Sport,Golf,11/25/2,22,2589.39,0.55,59.09,2672.7,83
Shop By Sport,Golf,12/3/20,29,3599.1,0.55,55.17,2705.99,83
Shop By Sport,Golf,3/20/20,33,3609.12,0.55,63.64,3502.49,83
Shop By Sport,Golf,4/1/201,42,4498.92,0.55,47.62,3592.46,83
Shop By Sport,Golf,6/20/20,20,2199.45,0.55,55.0,3455.82,83
Shop By Sport,Golf,6/3/201,29,3559.11,0.55,62.07,4145.63,83
Shop By Sport,Golf,8/13/20,29,2799.3,0.55,51.72,4348.93,83
Shop By Sport,Golf,8/17/20,31,4508.94,0.55,64.52,4218.98,83
Shop By Sport,Golf,8/30/20,31,3359.24,0.55,58.06,3879.08,83
Women's Apparel,Golf,10/31/2,29,3950.0,0.55,55.17,5116.67,83
Women's Apparel,Golf,11/20/2,40,6100.0,0.55,55.0,7183.33,83
Women's Apparel,Golf,3/16/20,64,9000.0,0.55,46.88,8866.67,83
Women's Apparel,Golf,5/25/20,67,10600.0,0.55,53.73,9283.33,83
Women's Apparel,Golf,9/4/201,60,9200.0,0.55,53.33,9000.0,83
Shop By Sport,Golf,11/16/2,26,2819.34,0.54,53.85,2832.66,84
Shop By Sport,Golf,3/21/20,28,2959.26,0.54,53.57,3615.77,84
Women's Apparel,Golf,10/27/2,52,7900.0,0.54,59.62,6383.33,84
Shop By Sport,Golf,1/15/20,30,3919.02,0.53,56.67,3409.16,85
Shop By Sport,Golf,1/23/20,30,3839.04,0.53,63.33,4328.97,85
Shop By Sport,Golf,10/12/2,15,1839.57,0.53,53.33,2279.44,85
Shop By Sport,Golf,2/16/20,30,3509.16,0.53,60.0,3262.55,85
Shop By Sport,Golf,3/10/20,34,3979.02,0.53,58.82,3952.37,85
Shop By Sport,Golf,3/25/20,34,4019.01,0.53,50.0,3665.78,85
Shop By Sport,Golf,4/3/201,34,4418.97,0.53,55.88,4242.31,85
Shop By Sport,Golf,7/14/20,34,4158.96,0.53,61.76,4045.67,85
Shop By Sport,Golf,9/15/20,38,5318.67,0.53,52.63,4528.87,85
Shop By Sport,Golf,9/29/20,30,4078.98,0.53,50.0,3202.55,85
Shop By Sport,Golf,9/30/20,30,3479.13,0.53,66.67,4148.98,85
Women's Apparel,Golf,1/16/20,62,8300.0,0.53,54.84,10650.0,85
Women's Apparel,Golf,1/21/20,75,11500.0,0.53,53.33,9550.0,85
Women's Apparel,Golf,10/11/2,51,7300.0,0.53,56.86,7500.0,85
Women's Apparel,Golf,11/22/2,40,7000.0,0.53,50.0,6166.67,85
Women's Apparel,Golf,2/11/20,74,10400.0,0.53,56.76,10550.0,85
Women's Apparel,Golf,3/28/20,68,10050.0,0.53,58.82,9633.33,85
Women's Apparel,Golf,4/21/20,72,10200.0,0.53,55.56,9116.67,85
Women's Apparel,Golf,5/20/20,58,9000.0,0.53,44.83,10216.67,85
Women's Apparel,Golf,5/22/20,64,9000.0,0.53,60.94,8866.67,85
Women's Apparel,Golf,7/10/20,51,8650.0,0.53,49.02,8950.0,85
Shop By Sport,Golf,1/20/20,33,3839.04,0.52,60.61,4372.26,86
Shop By Sport,Golf,4/14/20,42,5158.77,0.52,57.14,3989.03,86
Shop By Sport,Golf,4/25/20,31,4279.0,0.52,61.29,4402.28,86
Shop By Sport,Golf,6/8/201,27,2919.34,0.52,48.15,3689.13,86
Shop By Sport,Golf,6/9/201,27,3139.23,0.52,62.96,3375.87,86
Shop By Sport,Golf,7/12/20,33,4638.88,0.52,51.52,3772.43,86
Shop By Sport,Golf,8/14/20,27,3079.23,0.52,40.74,3369.16,86
Shop By Sport,Golf,8/9/201,31,3699.09,0.52,58.06,3835.73,86
Women's Apparel,Golf,10/2/20,66,11150.0,0.52,59.09,7850.0,86
Women's Apparel,Golf,12/13/2,48,7250.0,0.52,52.08,5333.33,86
Women's Apparel,Golf,6/10/20,63,9000.0,0.52,53.97,8683.33,86
Women's Apparel,Golf,8/4/201,58,7800.0,0.52,58.62,9016.67,86
Women's Apparel,Golf,9/15/20,48,6700.0,0.52,50.0,7883.33,86
Shop By Sport,Golf,3/2/201,39,4278.93,0.51,56.41,3805.74,87
Shop By Sport,Golf,5/6/201,41,4998.79,0.51,41.46,3919.05,87
Shop By Sport,Golf,7/2/201,35,4358.91,0.51,51.43,3882.38,87
Shop By Sport,Golf,8/3/201,45,5208.72,0.51,57.78,3892.44,87
Women's Apparel,Golf,1/22/20,71,11150.0,0.51,54.93,10550.0,87
Women's Apparel,Golf,11/29/2,45,7350.0,0.51,53.33,6133.33,87
Women's Apparel,Golf,4/18/20,71,10350.0,0.51,57.75,10150.0,87
Women's Apparel,Golf,8/31/20,72,10600.0,0.51,55.56,10050.0,87
Shop By Sport,Golf,10/1/20,32,3869.07,0.5,53.13,3402.51,88
Shop By Sport,Golf,2/8/201,26,3429.18,0.5,53.85,3432.51,88
Shop By Sport,Golf,3/1/201,44,5638.65,0.5,61.36,3769.09,88
Shop By Sport,Golf,3/12/20,32,3439.14,0.5,59.38,3725.74,88
Shop By Sport,Golf,5/31/20,22,2769.33,0.5,54.55,4382.29,88
Shop By Sport,Golf,6/12/20,28,2809.36,0.5,57.14,3589.16,88
Shop By Sport,Golf,6/16/20,40,4898.85,0.5,65.0,4538.93,88
Shop By Sport,Golf,6/24/20,30,3759.06,0.5,50.0,4478.91,88
Shop By Sport,Golf,7/26/20,32,3799.08,0.5,56.25,4212.3,88
Women's Apparel,Golf,1/30/20,54,7900.0,0.5,59.26,9450.0,88
Women's Apparel,Golf,11/11/2,36,5300.0,0.5,55.56,4233.33,88
Women's Apparel,Golf,11/26/2,38,4950.0,0.5,39.47,5916.67,88
Women's Apparel,Golf,5/9/201,62,8550.0,0.5,56.45,9000.0,88
Women's Apparel,Golf,7/23/20,50,7150.0,0.5,58.0,9183.33,88
Women's Apparel,Golf,8/16/20,60,8750.0,0.5,60.0,9016.67,88
Women's Apparel,Golf,8/19/20,64,9800.0,0.5,50.0,9266.67,88
Women's Apparel,Golf,1/5/201,53,7650.0,0.49,62.26,8366.67,89
Women's Apparel,Golf,11/25/2,49,7850.0,0.49,55.1,6183.33,89
Women's Apparel,Golf,6/24/20,68,10550.0,0.49,52.94,10866.67,89
Women's Apparel,Golf,7/22/20,63,9700.0,0.49,55.56,10050.0,89
Women's Apparel,Golf,7/24/20,65,9600.0,0.49,55.38,8816.67,89
Shop By Sport,Golf,10/10/2,23,2919.27,0.48,60.87,3232.54,90
Shop By Sport,Golf,12/1/20,25,3039.24,0.48,56.0,2629.35,90
Shop By Sport,Golf,9/23/20,31,3959.01,0.48,48.39,3225.86,90
Women's Apparel,Golf,12/19/2,42,6150.0,0.48,52.38,5966.67,90
Women's Apparel,Golf,6/22/20,77,11750.0,0.48,51.95,8766.67,90
Women's Apparel,Golf,9/13/20,56,8000.0,0.48,50.0,10483.33,90
Shop By Sport,Golf,1/30/20,38,4918.77,0.47,55.26,4252.27,91
Shop By Sport,Golf,12/15/2,19,2159.46,0.47,57.89,2412.74,91
Shop By Sport,Golf,3/26/20,45,4938.81,0.47,53.33,4118.99,91
Shop By Sport,Golf,4/28/20,34,4188.99,0.47,61.76,3979.04,91
Shop By Sport,Golf,6/19/20,36,4129.03,0.47,58.33,3785.77,91
Shop By Sport,Golf,6/30/20,36,4538.88,0.47,50.0,4418.9,91
Shop By Sport,Golf,8/16/20,30,3639.13,0.47,53.33,3742.41,91
Women's Apparel,Golf,1/24/20,55,9100.0,0.47,56.36,9383.33,91
Women's Apparel,Golf,10/15/2,49,7600.0,0.47,59.18,7800.0,91
Women's Apparel,Golf,11/30/2,55,8250.0,0.47,50.91,6950.0,91
Women's Apparel,Golf,12/2/20,38,5750.0,0.47,57.89,5983.33,91
Women's Apparel,Golf,5/3/201,45,5550.0,0.47,51.11,8650.0,91
Women's Apparel,Golf,8/13/20,70,10500.0,0.47,60.0,11016.67,91
Women's Apparel,Golf,9/21/20,79,11200.0,0.47,50.63,10316.67,91
Shop By Sport,Golf,10/3/20,13,1199.7,0.46,53.85,2209.48,92
Shop By Sport,Golf,3/23/20,28,3579.18,0.46,46.43,3779.1,92
Shop By Sport,Golf,3/27/20,39,4968.81,0.46,51.28,4642.21,92
Women's Apparel,Golf,2/6/201,54,8450.0,0.46,50.0,7616.67,92
Women's Apparel,Golf,4/17/20,67,10800.0,0.46,58.21,9833.33,92
Women's Apparel,Golf,7/26/20,72,11350.0,0.46,48.61,9800.0,92
Shop By Sport,Golf,4/11/20,31,4258.95,0.45,51.61,4582.22,93
Shop By Sport,Golf,4/19/20,38,4898.79,0.45,55.26,4288.98,93
Shop By Sport,Golf,7/28/20,40,4688.85,0.45,52.5,4082.33,93
Women's Apparel,Golf,1/20/20,64,9000.0,0.45,65.63,8566.67,93
Women's Apparel,Golf,1/3/201,51,8100.0,0.45,56.86,9833.33,93
Women's Apparel,Golf,12/18/2,42,6050.0,0.45,61.9,6016.67,93
Women's Apparel,Golf,3/31/20,69,10550.0,0.45,52.17,11016.67,93
Women's Apparel,Golf,7/19/20,66,9350.0,0.45,57.58,9966.67,93
Shop By Sport,Golf,1/27/20,36,4038.99,0.44,58.33,4208.96,94
Shop By Sport,Golf,1/7/201,34,3399.15,0.44,52.94,4042.33,94
Shop By Sport,Golf,2/1/201,39,4089.03,0.44,64.1,3029.26,94
Shop By Sport,Golf,5/13/20,43,5398.69,0.44,53.49,4052.35,94
Shop By Sport,Golf,9/4/201,34,4129.02,0.44,55.88,4165.66,94
Women's Apparel,Golf,1/28/20,63,9050.0,0.44,55.56,9366.67,94
Women's Apparel,Golf,10/1/20,68,10200.0,0.44,58.82,10833.33,94
Women's Apparel,Golf,11/10/2,25,3750.0,0.44,60.0,4516.67,94
Women's Apparel,Golf,11/8/20,32,5550.0,0.44,46.88,6216.67,94
Women's Apparel,Golf,9/23/20,70,11250.0,0.44,55.71,10716.67,94
Shop By Sport,Golf,1/25/20,37,4488.9,0.43,45.95,4228.95,95
Shop By Sport,Golf,10/30/2,23,2599.35,0.43,52.17,1956.19,95
Shop By Sport,Golf,11/28/2,30,2839.29,0.43,66.67,2462.72,95
Shop By Sport,Golf,2/12/20,30,3519.12,0.43,66.67,3665.75,95
Shop By Sport,Golf,2/25/20,35,4438.92,0.43,42.86,3935.7,95
Shop By Sport,Golf,5/21/20,28,3439.14,0.43,50.0,3329.18,95
Shop By Sport,Golf,8/10/20,35,4678.94,0.43,57.14,4085.7,95
Women's Apparel,Golf,1/13/20,54,8350.0,0.43,46.3,9883.33,95
Women's Apparel,Golf,10/22/2,44,6350.0,0.43,61.36,7866.67,95
Women's Apparel,Golf,2/16/20,53,7500.0,0.43,50.94,7950.0,95
Women's Apparel,Golf,2/4/201,56,8400.0,0.43,53.57,6566.67,95
Women's Apparel,Golf,3/30/20,72,11700.0,0.43,48.61,11000.0,95
Women's Apparel,Golf,7/17/20,63,9650.0,0.43,49.21,10116.67,95
Shop By Sport,Golf,1/12/20,33,4358.91,0.42,54.55,3662.43,96
Shop By Sport,Golf,11/30/2,26,2959.26,0.42,50.0,2446.08,96
Shop By Sport,Golf,12/9/20,12,1679.58,0.42,66.67,2212.79,96
Shop By Sport,Golf,5/2/201,24,2879.32,0.42,58.33,3475.83,96
Shop By Sport,Golf,6/15/20,36,4358.98,0.42,55.56,4039.04,96
Women's Apparel,Golf,1/9/201,76,11950.0,0.42,59.21,10400.0,96
Women's Apparel,Golf,12/11/2,31,4500.0,0.42,61.29,5416.67,96
Women's Apparel,Golf,12/29/2,38,5300.0,0.42,57.89,6666.67,96
Women's Apparel,Golf,3/22/20,66,9350.0,0.42,54.55,8333.33,96
Women's Apparel,Golf,5/31/20,72,9950.0,0.42,59.72,8650.0,96
Shop By Sport,Golf,10/27/2,22,2519.37,0.41,59.09,2656.01,97
Shop By Sport,Golf,12/7/20,17,1639.62,0.41,52.94,1706.25,97
Shop By Sport,Golf,6/7/201,32,4069.03,0.41,59.38,3649.12,97
Shop By Sport,Golf,7/21/20,44,5238.69,0.41,61.36,4372.26,97
Women's Apparel,Golf,12/16/2,46,6300.0,0.41,54.35,5550.0,97
Women's Apparel,Golf,12/21/2,32,4150.0,0.41,50.0,5100.0,97
Women's Apparel,Golf,12/9/20,49,7450.0,0.41,46.94,6000.0,97
Women's Apparel,Golf,3/27/20,56,9000.0,0.41,50.0,9183.33,97
Women's Apparel,Golf,7/9/201,61,9500.0,0.41,62.3,10250.0,97
Women's Apparel,Golf,9/6/201,69,10150.0,0.41,52.17,8750.0,97
Shop By Sport,Golf,1/2/201,43,4678.89,0.4,58.14,4558.88,98
Shop By Sport,Golf,2/6/201,25,2959.26,0.4,60.0,3652.43,98
Shop By Sport,Golf,9/26/20,42,4848.84,0.4,57.14,4318.95,98
Women's Apparel,Golf,1/27/20,65,10350.0,0.4,49.23,8916.67,98
Women's Apparel,Golf,10/16/2,48,7200.0,0.4,60.42,7600.0,98
Women's Apparel,Golf,12/15/2,42,6450.0,0.4,47.62,5866.67,98
Women's Apparel,Golf,5/27/20,67,9100.0,0.4,59.7,9200.0,98
Women's Apparel,Golf,7/14/20,60,9250.0,0.4,48.33,9150.0,98
Women's Apparel,Golf,7/25/20,60,8450.0,0.4,56.67,8400.0,98
Women's Apparel,Golf,9/7/201,63,9200.0,0.4,44.44,8750.0,98
Shop By Sport,Golf,4/22/20,36,4198.95,0.39,50.0,3522.48,99
Shop By Sport,Golf,9/13/20,33,3319.17,0.39,45.45,4022.33,99
Women's Apparel,Golf,1/23/20,51,7900.0,0.39,56.86,10183.33,99
Women's Apparel,Golf,10/28/2,31,4750.0,0.39,51.61,5766.67,99
Women's Apparel,Golf,7/11/20,75,11000.0,0.39,52.0,9533.33,99
Women's Apparel,Golf,8/14/20,61,9700.0,0.39,49.18,10666.67,99
Women's Apparel,Golf,9/19/20,57,8950.0,0.39,47.37,9633.33,99
Shop By Sport,Golf,1/10/20,29,3549.12,0.38,55.17,3194.2,100
Shop By Sport,Golf,10/23/2,21,2529.42,0.38,57.14,3079.25,100
Shop By Sport,Golf,8/15/20,32,4508.88,0.38,59.38,3462.47,100
Shop By Sport,Golf,9/1/201,26,3239.19,0.38,50.0,3725.74,100
Women's Apparel,Golf,10/3/20,34,5100.0,0.38,41.18,4800.0,100
Women's Apparel,Golf,12/6/20,32,5150.0,0.38,59.38,5100.0,100
Women's Apparel,Golf,2/21/20,81,12650.0,0.38,45.68,10850.0,100
Women's Apparel,Golf,5/10/20,48,6650.0,0.38,45.83,9116.67,100
Shop By Sport,Golf,7/23/20,35,4139.01,0.37,51.43,4498.89,101
Shop By Sport,Golf,9/19/20,38,4678.83,0.37,47.37,4322.27,101
Women's Apparel,Golf,11/7/20,38,5750.0,0.37,44.74,6766.67,101
Women's Apparel,Golf,11/9/20,43,6550.0,0.37,58.14,5950.0,101
Women's Apparel,Golf,12/1/20,35,5000.0,0.37,42.86,5700.0,101
Women's Apparel,Golf,9/28/20,65,9600.0,0.37,44.62,9450.0,101
Shop By Sport,Golf,12/21/2,28,3599.16,0.36,50.0,2999.29,102
Shop By Sport,Golf,2/24/20,33,4078.98,0.36,60.61,3335.84,102
Shop By Sport,Golf,3/18/20,39,4518.87,0.36,46.15,4405.59,102
Shop By Sport,Golf,4/7/201,33,4198.95,0.36,42.42,4122.33,102
Shop By Sport,Golf,6/10/20,36,4688.89,0.36,47.22,3625.81,102
Women's Apparel,Golf,2/12/20,59,8200.0,0.36,49.15,9933.33,102
Women's Apparel,Golf,6/27/20,42,6500.0,0.36,54.76,9900.0,102
Shop By Sport,Golf,12/28/2,20,2239.44,0.35,55.0,2366.08,103
Shop By Sport,Golf,3/28/20,40,5678.58,0.35,52.5,5195.4,103
Shop By Sport,Golf,5/17/20,37,4138.98,0.35,54.05,4545.55,103
Shop By Sport,Golf,8/26/20,31,3839.11,0.35,48.39,3812.43,103
Women's Apparel,Golf,12/31/2,49,7200.0,0.35,51.02,6983.33,103
Women's Apparel,Golf,3/18/20,60,9550.0,0.35,50.0,9250.0,103
Women's Apparel,Golf,4/7/201,74,11250.0,0.35,47.3,8966.67,103
Women's Apparel,Golf,5/15/20,65,9650.0,0.35,46.15,10066.67,103
Women's Apparel,Golf,6/30/20,71,10700.0,0.35,54.93,8300.0,103
Women's Apparel,Golf,8/24/20,51,7550.0,0.35,56.86,8916.67,103
Shop By Sport,Golf,11/24/2,29,3149.25,0.34,44.83,2559.39,104
Shop By Sport,Golf,7/27/20,35,3759.06,0.34,51.43,4252.29,104
Women's Apparel,Golf,12/20/2,38,5400.0,0.34,57.89,5766.67,104
Women's Apparel,Golf,2/7/201,76,13100.0,0.34,57.89,9183.33,104
Shop By Sport,Golf,11/1/20,24,2759.31,0.33,54.17,2512.72,105
Shop By Sport,Golf,11/29/2,24,2869.32,0.33,54.17,2939.28,105
Shop By Sport,Golf,11/9/20,21,2409.42,0.33,47.62,2109.48,105
Shop By Sport,Golf,5/4/201,33,3999.04,0.33,54.55,4342.3,105
Shop By Sport,Golf,8/25/20,21,2079.48,0.33,42.86,3565.83,105
Shop By Sport,Golf,8/5/201,45,5438.64,0.33,55.56,3989.02,105
Shop By Sport,Golf,9/14/20,43,4948.77,0.33,51.16,4195.62,105
Women's Apparel,Golf,1/15/20,78,11500.0,0.33,44.87,10666.67,105
Women's Apparel,Golf,11/24/2,33,4950.0,0.33,51.52,5900.0,105
Women's Apparel,Golf,4/20/20,51,7700.0,0.33,52.94,8516.67,105
Women's Apparel,Golf,4/4/201,49,7350.0,0.33,51.02,8333.33,105
Women's Apparel,Golf,7/12/20,55,8500.0,0.33,52.73,9383.33,105
Women's Apparel,Golf,8/23/20,61,9450.0,0.33,40.98,10233.33,105
Women's Apparel,Golf,8/28/20,60,8900.0,0.33,58.33,9316.67,105
Women's Apparel,Golf,9/1/201,54,9050.0,0.33,50.0,8450.0,105
Women's Apparel,Golf,9/9/201,55,7700.0,0.33,52.73,8716.67,105
Shop By Sport,Golf,3/31/20,25,3399.15,0.32,48.0,3469.15,106
Women's Apparel,Golf,11/15/2,44,6250.0,0.32,45.45,6250.0,106
Women's Apparel,Golf,3/1/201,65,10350.0,0.32,52.31,9250.0,106
Women's Apparel,Golf,3/2/201,69,11800.0,0.32,55.07,10616.67,106
Women's Apparel,Golf,4/8/201,59,8150.0,0.32,45.76,9350.0,106
Women's Apparel,Golf,5/16/20,60,9050.0,0.32,50.0,9116.67,106
Women's Apparel,Golf,9/12/20,74,11400.0,0.32,54.05,10866.67,106
Shop By Sport,Golf,1/8/201,29,3429.18,0.31,62.07,3665.77,107
Women's Apparel,Golf,4/22/20,62,8650.0,0.31,54.84,8850.0,107
Women's Apparel,Golf,4/30/20,62,8400.0,0.31,53.23,9266.67,107
Women's Apparel,Golf,4/9/201,71,10150.0,0.31,52.11,9850.0,107
Shop By Sport,Golf,1/9/201,23,2909.28,0.3,39.13,3245.87,108
Shop By Sport,Golf,12/2/20,20,1999.5,0.3,55.0,2522.71,108
Shop By Sport,Golf,3/30/20,33,3819.06,0.3,48.48,3809.07,108
Shop By Sport,Golf,4/24/20,40,4568.88,0.3,45.0,4375.59,108
Shop By Sport,Golf,6/18/20,33,4019.01,0.3,45.45,4042.37,108
Shop By Sport,Golf,6/22/20,33,4278.97,0.3,57.58,3489.15,108
Women's Apparel,Golf,2/8/201,56,7850.0,0.3,50.0,9800.0,108
Women's Apparel,Golf,4/13/20,57,9250.0,0.3,47.37,9466.67,108
Women's Apparel,Golf,9/11/20,74,12050.0,0.3,47.3,10083.33,108
Shop By Sport,Golf,10/21/2,35,3549.12,0.29,51.43,2666.03,109
Shop By Sport,Golf,2/19/20,35,4598.85,0.29,51.43,3779.06,109
Women's Apparel,Golf,12/10/2,45,6750.0,0.29,53.33,6100.0,109
Women's Apparel,Golf,6/15/20,62,9350.0,0.29,54.84,9683.33,109
Women's Apparel,Golf,6/29/20,51,7000.0,0.29,52.94,7633.33,109
Shop By Sport,Golf,7/7/201,32,4148.97,0.28,59.38,4019.0,110
Shop By Sport,Golf,9/12/20,36,4318.92,0.28,52.78,4155.64,110
Women's Apparel,Golf,12/8/20,36,5650.0,0.28,47.22,5233.33,110
Women's Apparel,Golf,6/19/20,65,9600.0,0.28,46.15,8750.0,110
Women's Apparel,Golf,9/20/20,80,11550.0,0.28,45.0,9566.67,110
Shop By Sport,Golf,10/2/20,22,2119.47,0.27,50.0,2586.03,111
Shop By Sport,Golf,11/14/2,22,2999.31,0.27,50.0,2845.99,111
Shop By Sport,Golf,8/11/20,45,6018.55,0.27,46.67,4685.56,111
Women's Apparel,Golf,11/18/2,48,6600.0,0.27,50.0,5166.67,111
Women's Apparel,Golf,12/5/20,30,4050.0,0.27,53.33,5783.33,111
Women's Apparel,Golf,8/5/201,81,11900.0,0.27,51.85,10100.0,111
Women's Apparel,Golf,8/9/201,60,9050.0,0.27,48.33,8366.67,111
Shop By Sport,Golf,4/21/20,27,3409.2,0.26,44.44,3162.57,112
Shop By Sport,Golf,6/25/20,35,3739.19,0.26,40.0,4298.98,112
Shop By Sport,Golf,1/5/201,36,4558.86,0.25,50.0,4595.55,113
Shop By Sport,Golf,10/16/2,16,1909.53,0.25,56.25,2259.44,113
Shop By Sport,Golf,7/15/20,32,4038.99,0.25,50.0,3845.71,113
Women's Apparel,Golf,1/2/201,57,8150.0,0.25,49.12,8800.0,113
Women's Apparel,Golf,7/1/201,59,8950.0,0.25,42.37,9166.67,113
Women's Apparel,Golf,8/2/201,51,8350.0,0.25,50.98,9500.0,113
Women's Apparel,Golf,9/2/201,60,8200.0,0.25,41.67,9066.67,113
Shop By Sport,Golf,10/11/2,17,2079.48,0.24,41.18,2955.94,114
Shop By Sport,Golf,12/17/2,21,2359.41,0.24,57.14,2269.45,114
Shop By Sport,Golf,6/1/201,25,2599.35,0.24,52.0,3089.25,114
Women's Apparel,Golf,10/6/20,38,6200.0,0.24,50.0,6066.67,114
Women's Apparel,Golf,11/5/20,45,7200.0,0.24,53.33,7283.33,114
Women's Apparel,Golf,12/27/2,42,7500.0,0.24,57.14,7133.33,114
Women's Apparel,Golf,2/2/201,67,10700.0,0.24,55.22,11250.0,114
Women's Apparel,Golf,8/30/20,59,8650.0,0.24,49.15,10116.67,114
Shop By Sport,Golf,11/15/2,22,2679.33,0.23,45.45,2812.66,115
Women's Apparel,Golf,7/27/20,75,11800.0,0.23,53.33,10533.33,115
Shop By Sport,Golf,3/16/20,23,3119.25,0.22,43.48,3059.27,116
Women's Apparel,Golf,10/18/2,45,6550.0,0.22,48.89,6550.0,116
Women's Apparel,Golf,2/14/20,59,7800.0,0.22,47.46,8933.33,116
Women's Apparel,Golf,3/11/20,58,7800.0,0.22,48.28,9900.0,116
